,id,score,label
105,105,0.2725961,0
106,106,0.22696726,0
107,107,0.30775926,0
108,108,0.3465341,0
109,109,0.25300035,0
110,110,0.17994983,0
111,111,0.22866116,0
112,112,0.24467841,0
113,113,0.2747791,0
114,114,0.21140553,0
115,115,0.24878806,1
116,116,0.25836673,0
117,117,0.31031135,0
118,118,0.3494094,0
119,119,0.3025834,1
120,120,0.23872235,0
121,121,0.25852048,0
122,122,0.24323042,0
123,123,0.48206347,1
124,124,0.27439153,0
125,125,0.33631498,0
126,126,0.56271493,0
127,127,0.28959382,0
128,128,0.24128991,0
129,129,0.30673888,0
130,130,0.24322844,0
131,131,0.28165627,0
132,132,0.26167256,0
133,133,0.24732824,0
134,134,0.23926584,0
135,135,0.19309118,0
136,136,0.37746254,0
137,137,0.28238878,0
138,138,0.23271452,0
139,139,0.51268375,1
140,140,0.24970986,0
141,141,0.26052484,0
142,142,0.27067286,0
143,143,0.19827464,0
144,144,0.3821882,0
145,145,0.33006027,0
146,146,0.21583138,0
147,147,0.3532491,0
148,148,0.22464989,0
149,149,0.24261202,0
150,150,0.25980058,1
151,151,0.23574327,0
152,152,0.36218247,0
153,153,0.18815866,0
154,154,0.2519379,0
155,155,0.25871742,0
156,156,0.20687318,1
157,157,0.3518999,0
158,158,0.18808821,0
159,159,0.22851668,0
160,160,0.26367664,0
161,161,0.28661844,0
162,162,0.2602084,0
163,163,0.23335768,0
164,164,0.35188445,0
165,165,0.22522481,0
166,166,0.44837657,0
167,167,0.27764684,0
168,168,0.24386819,0
169,169,0.36263272,0
170,170,0.22656152,0
171,171,0.22679478,1
172,172,0.26073596,0
173,173,0.28365457,0
174,174,0.21545708,0
175,175,0.27432716,0
176,176,0.24910137,0
177,177,0.31842408,0
178,178,0.21305844,0
179,179,0.19570456,0
180,180,0.24493548,0
181,181,0.27004236,0
182,182,0.23722832,0
183,183,0.23915248,0
184,184,0.21074086,0
185,185,0.2481795,0
186,186,0.2399623,0
187,187,0.25210705,0
188,188,0.1783586,0
189,189,0.1935062,0
190,190,0.3859571,0
191,191,0.24333428,0
192,192,0.53751945,0
193,193,0.27039045,0
194,194,0.1829041,0
195,195,0.27169836,0
196,196,0.26252812,0
197,197,0.19051045,1
198,198,0.26596832,0
199,199,0.23644966,0
200,200,0.25754115,0
201,201,0.28502557,0
202,202,0.27299702,0
203,203,0.22199798,0
204,204,0.19229347,0
205,205,0.37127152,0
206,206,0.39367592,0
207,207,0.30213735,0
208,208,0.33468658,0
209,209,0.20767587,0
210,210,0.3804143,0
211,211,0.2385047,0
212,212,0.17369393,0
213,213,0.2918411,0
214,214,0.2389705,0
215,215,0.26766092,0
216,216,0.25885493,0
217,217,0.21262358,0
218,218,0.2867308,0
219,219,0.19877571,0
220,220,0.16592799,0
221,221,0.27233627,0
222,222,0.24167518,0
223,223,0.20522167,0
224,224,0.15273644,0
225,225,0.17975439,0
226,226,0.22553432,0
227,227,0.25386348,0
228,228,0.2570066,0
229,229,0.3316122,0
230,230,0.35019624,0
231,231,0.2557731,0
232,232,0.26893097,0
233,233,0.2589526,0
234,234,0.20619309,1
235,235,0.22000228,0
236,236,0.24782947,0
237,237,0.1659246,0
238,238,0.33715254,0
239,239,0.18450817,0
240,240,0.112117246,0
241,241,0.2012846,0
242,242,0.22112298,0
243,243,0.17061934,0
244,244,0.22528794,0
245,245,0.20817816,0
246,246,0.20517679,0
247,247,0.33216372,0
248,248,0.26284406,0
249,249,0.2842307,0
250,250,0.19765852,0
251,251,0.29545176,0
252,252,0.19009218,0
253,253,0.17578493,1
254,254,0.24252482,0
255,255,0.21972547,0
256,256,0.17436843,0
257,257,0.18603028,0
258,258,0.3194488,1
259,259,0.24883209,0
260,260,0.32304642,0
261,261,0.19902974,0
262,262,0.21814269,0
263,263,0.34212682,0
264,264,0.24943508,0
265,265,0.26456496,0
266,266,0.30036178,0
267,267,0.23554282,0
268,268,0.4052149,0
269,269,0.22221507,0
270,270,0.199023,0
271,271,0.3698256,0
272,272,0.24390385,0
273,273,0.29033443,1
274,274,0.2371326,0
275,275,0.21764067,0
276,276,0.18222423,0
277,277,0.15455545,0
278,278,0.32650495,0
279,279,0.2508617,0
280,280,0.16799736,0
281,281,0.39558533,1
282,282,0.16711015,0
283,283,0.21556629,0
284,284,0.2197116,0
285,285,0.23026346,0
286,286,0.19435978,0
287,287,0.203911,0
288,288,0.35257867,0
289,289,0.15735362,0
290,290,0.2497775,0
291,291,0.19840185,0
292,292,0.16827296,0
293,293,0.21056491,1
294,294,0.22102404,1
295,295,0.18941064,0
296,296,0.20773537,0
297,297,0.16379766,0
298,298,0.17820306,0
299,299,0.19089717,0
300,300,0.22107977,0
301,301,0.23458697,0
302,302,0.19662355,1
303,303,0.2516538,0
304,304,0.20107484,0
305,305,0.29232195,0
306,306,0.16811316,0
307,307,0.18832353,0
308,308,0.38528472,0
309,309,0.31868064,0
310,310,0.15250638,0
311,311,0.26882806,1
312,312,0.24597746,1
313,313,0.26774997,0
314,314,0.21687202,0
315,315,0.22990726,0
316,316,0.3337705,1
317,317,0.30350742,1
318,318,0.21130422,0
319,319,0.35296303,0
320,320,0.15351672,0
321,321,0.25061324,0
322,322,0.17850392,0
323,323,0.25907588,0
324,324,0.22654876,0
325,325,0.34117606,0
326,326,0.3156937,1
327,327,0.2061468,1
328,328,0.20387515,0
329,329,0.19532833,0
330,330,0.15777233,0
331,331,0.2178579,0
332,332,0.19876805,0
333,333,0.2397383,1
334,334,0.23852661,0
335,335,0.32130846,0
336,336,0.20504287,0
337,337,0.17312023,0
338,338,0.27393612,0
339,339,0.18656854,0
340,340,0.56634456,0
341,341,0.23479402,0
342,342,0.10758749,0
343,343,0.20516236,0
344,344,0.22358416,0
345,345,0.21952276,0
346,346,0.18664758,0
347,347,0.1748429,0
348,348,0.2821771,0
349,349,0.19890265,0
350,350,0.13993642,0
351,351,0.1745882,0
352,352,0.4809736,1
353,353,0.19320571,0
354,354,0.1668285,0
355,355,0.19933042,0
356,356,0.23229827,0
357,357,0.16593827,0
358,358,0.30549222,0
359,359,0.16242275,0
360,360,0.15553342,0
361,361,0.43695533,1
362,362,0.2385642,0
363,363,0.26919013,0
364,364,0.54987663,1
365,365,0.2211552,0
366,366,0.22225913,0
367,367,0.20813763,0
368,368,0.1386834,0
369,369,0.15874544,0
370,370,0.5065722,1
371,371,0.16425346,0
372,372,0.39419025,0
373,373,0.1847979,0
374,374,0.27167308,0
375,375,0.21047503,0
376,376,0.18350847,0
377,377,0.19992252,0
378,378,0.18786992,0
379,379,0.28538847,0
380,380,0.2252233,0
381,381,0.23101453,0
382,382,0.20122546,1
383,383,0.1737952,1
384,384,0.25971007,0
385,385,0.24538533,0
386,386,0.5689258,0
387,387,0.13897276,0
388,388,0.22617781,0
389,389,0.17189942,0
390,390,0.19088075,0
391,391,0.19978346,0
392,392,0.2587468,0
393,393,0.2055953,0
394,394,0.30273783,0
395,395,0.21259268,0
396,396,0.2930387,0
397,397,0.1904767,0
398,398,0.18650685,0
399,399,0.180211,0
400,400,0.18709843,0
401,401,0.14440066,0
402,402,0.16546975,0
403,403,0.14692692,0
404,404,0.33653653,0
405,405,0.22496188,0
406,406,0.52180445,1
407,407,0.24199241,0
408,408,0.3155861,0
409,409,0.18781762,0
410,410,0.18651843,0
411,411,0.12710819,0
412,412,0.25191283,0
413,413,0.23978727,0
414,414,0.13996482,0
415,415,0.19316652,0
416,416,0.18557325,0
417,417,0.19779463,0
418,418,0.14917469,0
419,419,0.2809162,1
420,420,0.1934051,0
421,421,0.23819967,1
422,422,0.22363006,0
423,423,0.22482418,0
424,424,0.23192364,0
425,425,0.2543705,0
426,426,0.2129508,1
427,427,0.22912629,0
428,428,0.2507736,0
429,429,0.320341,0
430,430,0.17777053,0
431,431,0.18428372,0
432,432,0.13064563,0
433,433,0.16345148,0
434,434,0.32695505,0
435,435,0.20315796,0
436,436,0.53023124,1
437,437,0.24538614,0
438,438,0.13617358,0
439,439,0.29147816,0
440,440,0.2561376,0
441,441,0.21478039,0
442,442,0.24449186,0
443,443,0.24926053,0
444,444,0.23670514,0
445,445,0.19871041,0
446,446,0.18610758,0
447,447,0.14241248,0
448,448,0.18071383,0
449,449,0.20861456,0
450,450,0.10966474,0
451,451,0.16512063,0
452,452,0.20092969,0
453,453,0.23829548,0
454,454,0.2194591,0
455,455,0.18829791,0
456,456,0.2376533,0
457,457,0.12609054,0
458,458,0.17664857,1
459,459,0.14996186,0
460,460,0.2587285,0
461,461,0.17842148,0
462,462,0.21593718,0
463,463,0.17096569,0
464,464,0.23848438,0
465,465,0.24053454,0
466,466,0.23929323,0
467,467,0.17742065,0
468,468,0.272434,0
469,469,0.19432455,0
470,470,0.2674529,0
471,471,0.18435335,0
472,472,0.18644977,0
473,473,0.29195705,0
474,474,0.22420108,0
475,475,0.27006057,0
476,476,0.18773915,0
477,477,0.23547271,0
478,478,0.17012073,0
479,479,0.2409242,0
480,480,0.14967446,0
481,481,0.17539755,0
482,482,0.20140064,0
483,483,0.28816348,0
484,484,0.19031605,0
485,485,0.19556208,0
486,486,0.23507345,0
487,487,0.35456908,0
488,488,0.37673056,1
489,489,0.21781047,0
490,490,0.14518896,0
491,491,0.17441821,0
492,492,0.21941406,0
493,493,0.11078111,0
494,494,0.21069176,0
495,495,0.2229705,0
496,496,0.15678102,0
497,497,0.23302884,0
498,498,0.24867004,0
499,499,0.49969733,0
500,500,0.13222553,0
501,501,0.17973296,0
502,502,0.311133,0
503,503,0.17106032,0
504,504,0.35207754,0
505,505,0.16152176,0
506,506,0.2554158,0
507,507,0.27278093,0
508,508,0.18119799,0
509,509,0.1457142,0
510,510,0.15663467,1
511,511,0.14965433,1
512,512,0.19431642,1
513,513,0.121681795,0
514,514,0.36491358,1
515,515,0.12787628,0
516,516,0.2192584,0
517,517,0.19897063,0
518,518,0.26938397,0
519,519,0.20710258,0
520,520,0.22683726,0
521,521,0.2719394,0
522,522,0.14621153,0
523,523,0.27542263,0
524,524,0.5008487,0
525,525,0.26246512,0
526,526,0.3518316,1
527,527,0.35148302,0
528,528,0.16045335,0
529,529,0.2118343,0
530,530,0.15160869,0
531,531,0.28880626,0
532,532,0.16618878,0
533,533,0.15110792,0
534,534,0.24659063,0
535,535,0.19599596,0
536,536,0.18188672,0
537,537,0.2049563,0
538,538,0.17626344,0
539,539,0.16122177,0
540,540,0.34267658,0
541,541,0.1824347,0
542,542,0.21518928,0
543,543,0.123263255,0
544,544,0.24359293,0
545,545,0.27652183,0
546,546,0.095713556,0
547,547,0.1586633,0
548,548,0.1853739,0
549,549,0.1636254,0
550,550,0.19644292,0
551,551,0.35873532,0
552,552,0.24037679,0
553,553,0.1588884,0
554,554,0.16106407,0
555,555,0.19623847,0
556,556,0.17570414,0
557,557,0.29652748,0
558,558,0.18084173,0
559,559,0.20503329,0
560,560,0.14591314,0
561,561,0.3303523,1
562,562,0.1416348,0
563,563,0.18556301,0
564,564,0.1092619,0
565,565,0.18444462,0
566,566,0.23172148,0
567,567,0.32121742,0
568,568,0.22462778,0
569,569,0.27455515,0
570,570,0.22632848,0
571,571,0.2054512,0
572,572,0.2588432,0
573,573,0.17458408,0
574,574,0.14663498,0
575,575,0.18945199,0
576,576,0.24767889,0
577,577,0.35349816,0
578,578,0.11051151,0
579,579,0.18049127,0
580,580,0.20002262,0
581,581,0.22514686,0
582,582,0.25631776,0
583,583,0.3426222,0
584,584,0.15329713,0
585,585,0.25375122,0
586,586,0.12760417,0
587,587,0.20473078,0
588,588,0.113013245,0
589,589,0.21700627,0
590,590,0.10229102,0
591,591,0.151774,0
592,592,0.26155746,0
593,593,0.27808902,0
594,594,0.18718266,0
595,595,0.18440036,0
596,596,0.21992484,0
597,597,0.22100627,0
598,598,0.25199726,0
599,599,0.26874754,0
600,600,0.22989365,0
601,601,0.24337298,0
602,602,0.20484033,0
603,603,0.1694762,0
604,604,0.2140962,0
605,605,0.20698446,0
606,606,0.201916,0
607,607,0.26724344,0
608,608,0.1928973,0
609,609,0.14867379,0
610,610,0.15358444,0
611,611,0.21624985,0
612,612,0.16795193,0
613,613,0.1655651,0
614,614,0.14505014,0
615,615,0.2519249,0
616,616,0.46637037,0
617,617,0.16594596,0
618,618,0.15605542,0
619,619,0.18032444,0
620,620,0.1672804,0
621,621,0.16680124,0
622,622,0.2106639,0
623,623,0.22629139,0
624,624,0.14678603,0
625,625,0.23612203,0
626,626,0.13585761,0
627,627,0.230136,0
628,628,0.13356838,0
629,629,0.11126816,0
630,630,0.25882626,1
631,631,0.30340937,0
632,632,0.2532952,0
633,633,0.25673348,1
634,634,0.32665825,1
635,635,0.2321443,0
636,636,0.17191693,0
637,637,0.22472179,0
638,638,0.14189881,0
639,639,0.25218254,0
640,640,0.17253555,0
641,641,0.27880234,0
642,642,0.1628165,0
643,643,0.12764506,0
644,644,0.19031301,0
645,645,0.36847606,0
646,646,0.23579782,0
647,647,0.17231764,0
648,648,0.20422229,0
649,649,0.15889722,0
650,650,0.17828566,0
651,651,0.18444227,0
652,652,0.4517899,0
653,653,0.20199758,0
654,654,0.14381221,0
655,655,0.13056208,0
656,656,0.22327292,0
657,657,0.32683033,0
658,658,0.23064424,0
659,659,0.16507608,0
660,660,0.15252598,0
661,661,0.19813958,0
662,662,0.26752,1
663,663,0.22556305,0
664,664,0.20037128,0
665,665,0.373748,0
666,666,0.14131905,0
667,667,0.23097976,0
668,668,0.31990036,0
669,669,0.15756176,0
670,670,0.16105118,0
671,671,0.13570139,0
672,672,0.16616686,0
673,673,0.17262152,0
674,674,0.20597687,0
675,675,0.23499899,0
676,676,0.20268689,0
677,677,0.10758929,0
678,678,0.1770839,0
679,679,0.1384146,0
680,680,0.121381134,0
681,681,0.23737568,0
682,682,0.20039117,0
683,683,0.18214324,0
684,684,0.2118575,0
685,685,0.17250766,1
686,686,0.24024063,0
687,687,0.34344628,0
688,688,0.39612836,0
689,689,0.17119317,0
690,690,0.15738843,0
691,691,0.12750047,0
692,692,0.11525583,0
693,693,0.18243524,0
694,694,0.13942806,0
695,695,0.23734497,0
696,696,0.30299243,0
697,697,0.20657666,0
698,698,0.15113516,0
699,699,0.17967202,0
700,700,0.21696505,0
701,701,0.16448563,0
702,702,0.22458498,0
703,703,0.2314168,0
704,704,0.1753132,0
705,705,0.2894143,0
706,706,0.20287089,0
707,707,0.14019124,0
708,708,0.2269585,0
709,709,0.20697914,0
710,710,0.1420212,0
711,711,0.16579339,0
712,712,0.13703133,0
713,713,0.1653937,0
714,714,0.33598128,1
715,715,0.11957572,0
716,716,0.159063,0
717,717,0.1432942,0
718,718,0.23907426,0
719,719,0.13624313,0
720,720,0.22749983,0
721,721,0.16002771,0
722,722,0.25313675,0
723,723,0.27308765,0
724,724,0.08502844,0
725,725,0.18673481,0
726,726,0.12345032,0
727,727,0.13268194,0
728,728,0.23949522,0
729,729,0.2315839,0
730,730,0.18556687,0
731,731,0.2503871,0
732,732,0.1884652,0
733,733,0.2665102,0
734,734,0.2532774,0
735,735,0.11441477,0
736,736,0.15883528,0
737,737,0.19595712,0
738,738,0.16341946,0
739,739,0.28919026,0
740,740,0.15210485,0
741,741,0.19041225,0
742,742,0.14149693,0
743,743,0.2077293,0
744,744,0.2291105,0
745,745,0.101617664,0
746,746,0.14940622,0
747,747,0.24191707,0
748,748,0.14207618,0
749,749,0.21538442,0
750,750,0.28687403,0
751,751,0.13798933,0
752,752,0.17864977,0
753,753,0.18479979,0
754,754,0.28166014,0
755,755,0.4976438,1
756,756,0.25111303,0
757,757,0.124660015,0
758,758,0.1882175,0
759,759,0.18619858,0
760,760,0.2242143,0
761,761,0.21219271,0
762,762,0.23833549,0
763,763,0.1997268,0
764,764,0.15803497,0
765,765,0.23281838,0
766,766,0.10632144,0
767,767,0.20718358,0
768,768,0.15544356,0
769,769,0.2279669,0
770,770,0.30585185,0
771,771,0.26574984,0
772,772,0.18369633,0
773,773,0.2471391,1
774,774,0.25139654,0
775,775,0.24679887,0
776,776,0.17547412,0
777,777,0.15859514,0
778,778,0.12806025,0
779,779,0.22879751,0
780,780,0.1316933,0
781,781,0.25846124,0
782,782,0.17970395,0
783,783,0.12598296,0
784,784,0.093114175,0
785,785,0.18177894,0
786,786,0.16292346,0
787,787,0.36755192,0
788,788,0.103534006,0
789,789,0.21364985,0
790,790,0.09452634,0
791,791,0.32305777,0
792,792,0.15140179,0
793,793,0.14320952,0
794,794,0.12434007,0
795,795,0.20069973,0
796,796,0.25365463,0
797,797,0.21380363,0
798,798,0.12699835,0
799,799,0.15602028,0
800,800,0.48574215,1
801,801,0.17742321,0
802,802,0.11499918,0
803,803,0.18395105,0
804,804,0.22566108,0
805,805,0.15211332,0
806,806,0.42262462,0
807,807,0.12085534,0
808,808,0.23458971,0
809,809,0.13171238,0
810,810,0.1832537,0
811,811,0.18762213,0
812,812,0.10569512,0
813,813,0.16651149,0
814,814,0.12748215,0
815,815,0.14127319,0
816,816,0.17469458,0
817,817,0.24161097,0
818,818,0.36586052,1
819,819,0.2731147,0
820,820,0.15593664,0
821,821,0.16409576,0
822,822,0.1248325,0
823,823,0.17008641,1
824,824,0.25634184,0
825,825,0.1909848,0
826,826,0.13719949,1
827,827,0.10136249,0
828,828,0.15280038,0
829,829,0.13072906,0
830,830,0.1462257,0
831,831,0.10280341,0
832,832,0.17372754,0
833,833,0.29633805,1
834,834,0.16528392,0
835,835,0.19140127,1
836,836,0.19693558,0
837,837,0.24491556,0
838,838,0.27618936,0
839,839,0.17620115,0
840,840,0.14446774,0
841,841,0.24378209,0
842,842,0.22975536,0
843,843,0.25907683,0
844,844,0.21279496,0
845,845,0.30799556,0
846,846,0.13059177,0
847,847,0.27458873,0
848,848,0.1942032,0
849,849,0.113785,0
850,850,0.26267505,0
851,851,0.10662649,0
852,852,0.18992898,0
853,853,0.31903327,0
854,854,0.102165475,0
855,855,0.18350026,0
856,856,0.12748301,0
857,857,0.23056424,0
858,858,0.16290145,0
859,859,0.27023536,0
860,860,0.24976069,0
861,861,0.3984763,0
862,862,0.22517836,0
863,863,0.15923339,0
864,864,0.15502392,0
865,865,0.16516688,0
866,866,0.12919712,0
867,867,0.19981608,0
868,868,0.24628976,0
869,869,0.25243405,0
870,870,0.29711992,0
871,871,0.20316108,0
872,872,0.2686261,0
873,873,0.3974279,0
874,874,0.17621833,0
875,875,0.1638936,0
876,876,0.14464071,0
877,877,0.2691644,0
878,878,0.23092902,0
879,879,0.23835728,0
880,880,0.16965601,0
881,881,0.18220198,0
882,882,0.17673013,1
883,883,0.11534536,0
884,884,0.20234726,0
885,885,0.09673309,0
886,886,0.28446487,0
887,887,0.14182842,0
888,888,0.17411007,0
889,889,0.16459045,0
890,890,0.5876694,1
891,891,0.20487113,0
892,892,0.20882292,0
893,893,0.15226193,0
894,894,0.22409347,0
895,895,0.19598101,0
896,896,0.17219517,0
897,897,0.2875655,0
898,898,0.1544815,0
899,899,0.21924727,0
900,900,0.14119259,0
901,901,0.14849608,0
902,902,0.13732532,0
903,903,0.10039156,0
904,904,0.20072682,0
905,905,0.23829745,0
906,906,0.10555386,0
907,907,0.12763342,0
908,908,0.16569261,0
909,909,0.14035986,0
910,910,0.26518148,0
911,911,0.116847634,0
912,912,0.2726368,0
913,913,0.12547286,1
914,914,0.22946812,0
915,915,0.19357257,0
916,916,0.28365812,0
917,917,0.110675834,0
918,918,0.15176024,0
919,919,0.19109657,1
920,920,0.20723611,0
921,921,0.1807313,0
922,922,0.108041465,0
923,923,0.2357259,0
924,924,0.15946116,0
925,925,0.22839513,0
926,926,0.13580191,0
927,927,0.14355351,0
928,928,0.23761351,0
929,929,0.09626331,0
930,930,0.24823426,0
931,931,0.19450773,0
932,932,0.22951977,0
933,933,0.28902665,0
934,934,0.17671697,0
935,935,0.301353,0
936,936,0.17610916,0
937,937,0.16516514,0
938,938,0.13352996,0
939,939,0.13963996,0
940,940,0.10595642,0
941,941,0.28673035,0
942,942,0.14750966,0
943,943,0.15361531,0
944,944,0.1650208,0
945,945,0.14176676,0
946,946,0.12078533,0
947,947,0.19394825,0
948,948,0.11752534,0
949,949,0.12349662,0
950,950,0.17798564,0
951,951,0.14986938,0
952,952,0.2137937,0
953,953,0.21868333,0
954,954,0.25833532,0
955,955,0.1786412,0
956,956,0.17996079,0
957,957,0.15736564,0
958,958,0.12991998,0
959,959,0.17779242,0
960,960,0.21620351,0
961,961,0.17989649,0
962,962,0.15584747,0
963,963,0.3050823,0
964,964,0.2034087,1
965,965,0.19629003,0
966,966,0.16723791,0
967,967,0.43965527,1
968,968,0.11032337,0
969,969,0.16197272,0
970,970,0.11784692,0
971,971,0.26340926,0
972,972,0.16739815,0
973,973,0.14843565,0
974,974,0.14532961,0
975,975,0.19508675,0
976,976,0.16372919,0
977,977,0.20859316,0
978,978,0.15072428,0
979,979,0.22976108,0
980,980,0.25446102,0
981,981,0.22110765,0
982,982,0.14460565,0
983,983,0.26141217,0
984,984,0.11158471,0
985,985,0.15002292,0
986,986,0.13633619,0
987,987,0.20715639,0
988,988,0.29329044,0
989,989,0.08834347,0
990,990,0.13644004,0
991,991,0.1287695,0
992,992,0.22420381,0
993,993,0.1836014,0
994,994,0.17549096,0
995,995,0.20563053,0
996,996,0.27606937,0
997,997,0.15309842,0
998,998,0.23012254,0
999,999,0.13921449,0
1000,1000,0.18572646,0
1001,1001,0.24547322,0
1002,1002,0.16638598,0
1003,1003,0.19933264,0
1004,1004,0.2597478,1
1005,1005,0.10580291,0
1006,1006,0.088787034,0
1007,1007,0.1946568,0
1008,1008,0.14794225,0
1009,1009,0.18647932,0
1010,1010,0.110540636,0
1011,1011,0.14586964,0
1012,1012,0.13811743,0
1013,1013,0.18317743,0
1014,1014,0.13573512,0
1015,1015,0.16550449,0
1016,1016,0.17933778,0
1017,1017,0.13440219,0
1018,1018,0.39693895,0
1019,1019,0.13603222,0
1020,1020,0.115022145,0
1021,1021,0.13174674,0
1022,1022,0.217905,0
1023,1023,0.13206299,0
1024,1024,0.2212097,1
1025,1025,0.25716856,0
1026,1026,0.17208846,0
1027,1027,0.18161722,0
1028,1028,0.110516824,0
1029,1029,0.11290911,0
1030,1030,0.24319023,0
1031,1031,0.09776107,0
1032,1032,0.068499684,0
1033,1033,0.20745142,0
1034,1034,0.17410715,0
1035,1035,0.27127308,0
1036,1036,0.13847731,0
1037,1037,0.12691246,0
1038,1038,0.11663632,0
1039,1039,0.24054417,0
1040,1040,0.15158746,0
1041,1041,0.18080725,0
1042,1042,0.16124934,0
1043,1043,0.22137924,0
1044,1044,0.116334215,0
1045,1045,0.17398871,0
1046,1046,0.14048576,0
1047,1047,0.21406898,0
1048,1048,0.08621044,0
1049,1049,0.1501656,0
1050,1050,0.15146656,1
1051,1051,0.15113363,0
1052,1052,0.22868125,0
1053,1053,0.09930185,0
1054,1054,0.28566176,0
1055,1055,0.071542524,0
1056,1056,0.24275154,0
1057,1057,0.16026434,1
1058,1058,0.16045557,0
1059,1059,0.1878749,0
1060,1060,0.23737513,0
1061,1061,0.17509428,0
1062,1062,0.17923532,0
1063,1063,0.18295582,0
1064,1064,0.23268685,0
1065,1065,0.23727594,0
1066,1066,0.14477307,0
1067,1067,0.25394052,1
1068,1068,0.1071261,0
1069,1069,0.12020246,0
1070,1070,0.13699174,0
1071,1071,0.27620113,0
1072,1072,0.20911327,0
1073,1073,0.1324608,0
1074,1074,0.29027438,0
1075,1075,0.10854517,0
1076,1076,0.16128209,0
1077,1077,0.08311174,0
1078,1078,0.17912506,0
1079,1079,0.2927934,0
1080,1080,0.1369265,0
1081,1081,0.19063845,0
1082,1082,0.19832566,0
1083,1083,0.22136639,0
1084,1084,0.18104193,0
1085,1085,0.13879643,0
1086,1086,0.16463876,0
1087,1087,0.16334167,0
1088,1088,0.1589442,0
1089,1089,0.07438328,0
1090,1090,0.24174818,0
1091,1091,0.24772292,0
1092,1092,0.2363158,0
1093,1093,0.328283,0
1094,1094,0.16599351,0
1095,1095,0.17071863,0
1096,1096,0.25224072,0
1097,1097,0.15632401,0
1098,1098,0.10826673,0
1099,1099,0.1955444,1
1100,1100,0.09964805,0
1101,1101,0.19792941,0
1102,1102,0.34669995,0
1103,1103,0.25748783,0
1104,1104,0.19127004,0
1105,1105,0.18824416,1
1106,1106,0.15809143,0
1107,1107,0.17666237,0
1108,1108,0.13062654,0
1109,1109,0.12476077,0
1110,1110,0.17380923,0
1111,1111,0.2174515,0
1112,1112,0.17814167,0
1113,1113,0.23486148,0
1114,1114,0.26387402,0
1115,1115,0.1552993,0
1116,1116,0.107251644,0
1117,1117,0.21399525,0
1118,1118,0.256025,0
1119,1119,0.11736484,0
1120,1120,0.1834486,0
1121,1121,0.24786763,0
1122,1122,0.21389571,0
1123,1123,0.2111544,0
1124,1124,0.15102205,0
1125,1125,0.16808738,0
1126,1126,0.12319924,0
1127,1127,0.18987331,0
1128,1128,0.269128,0
1129,1129,0.26233953,0
1130,1130,0.16315217,0
1131,1131,0.3473515,1
1132,1132,0.10677771,0
1133,1133,0.2462916,0
1134,1134,0.2731077,0
1135,1135,0.15938808,0
1136,1136,0.16225079,1
1137,1137,0.16815235,0
1138,1138,0.19839753,0
1139,1139,0.20512576,0
1140,1140,0.12208597,0
1141,1141,0.096263066,0
1142,1142,0.14626528,0
